protocol_id,elem_id,speaker_name,speaker_i_ort,speaker_party,speaker_born,speaker_wiki_id,comments,text,link,Resposibility
prot-1867--ak--0417,i-H31MVprfJ2NW7ymW92zz3g,Oscar Alströmer,Halmstad,ministeriella p,1811-10-31,Q5548000,,Herr Friherre Alströmer:,https://betalab.kb.se/prot-1867--ak--0417/prot_1867__ak__0417-045.jp2/_view,Lotta
prot-1867--ak--0514,i-H3FqfCqjFimf4BTdsNdvYS,Carl Ifvarsson,Värestorp,Imp ; gamla imp,1818-02-13,Q5822171,,Herr Carl Ifvarsson:,https://betalab.kb.se/prot-1867--ak--0514/prot_1867__ak__0514-008.jp2/_view,Lotta
prot-1868--fk--0328,i-YAyn3s1EAznrqzVxN6G9Dy,Theodor Wijkander,Karlstad,,1821-02-06,Q6241030,Har inget parti,Herr Wijkander:,https://betalab.kb.se/prot-1868--fk--0328/prot_1868__fk__0328-010.jp2/_view,Lotta
prot-1868--fk--0313,i-YFv1SFt9DL8SEKtq4tJPeC,Wilhelm Leijonancker ,Stockholm ; Halmstad,,1818-03-24,Q5944957,Har inget parti,Herr Leijonancker:,https://betalab.kb.se/prot-1868--fk--0313/prot_1868__fk__0313-035.jp2/_view,Lotta
prot-1868--fk--0422,i-YGAzugUW5FFPSoXFWkD3e7,Bror von Geijer,Herrevadskloster,,1816-02-11,Q5754594,Har inget parti,Herr von Geijer:,https://betalab.kb.se/prot-1868--fk--0422/prot_1868__fk__0422-042.jp2/_view,Lotta
prot-1868--ak--0422,i-QExDWrFCujcnyoiztN1yWY,David von Schulzenheim,Västlandaholm ; Stockholm,Imp,1820-11-17,Q86278090,,Herr Friherre von Schulzenheim:,https://betalab.kb.se/prot-1868--ak--0422/prot_1868__ak__0422-025.jp2/_view,Lotta
prot-1868--ak--0310,i-QExSu7VxHqYTxLMXLRBFs9,Arvid Posse,Charlottenlund,Imp,1820-02-15,Q52951,,Herr Grefve Posse:,https://betalab.kb.se/prot-1868--ak--0310/prot_1868__ak__0310-021.jp2/_view,Lotta
prot-1868--ak--0316,i-QG5YDusQUSbUzmKNdk89dF,Åke Lemchen,Jönköping,,1808-06-16,Q5945889,OCR-tolkning påverkar namnet i protokollet,Herr Lemcehen:,https://betalab.kb.se/prot-1868--ak--0316/prot_1868__ak__0316-042.jp2/_view,Lotta
prot-1869--fk--0227,i-VSGMFBrWgvx9t4SKjgpdFM,Carl Oscar Troilius,Stockholm,,1813-01-26,Q6215529,Har inget parti,"Herr ""Troilius:",https://betalab.kb.se/prot-1869--fk--0227/prot_1869__fk__0227-028.jp2/_view,Lotta
prot-1869--fk--0430,i-VSz4ftr7xMG1S8QgX4APoA,Wilhelm Leijonancker ,Stockholm ; Halmstad,,1818-03-24,Q5944957,Har inget parti,Herr Leijonancker:,https://betalab.kb.se/prot-1869--fk--0430/prot_1869__fk__0430-013.jp2/_view,Lotta
prot-1869--fk--0318,i-VUU2BCSa4ioqusHMqHUyTG,Gustaf af Ugglas,Linköping ; Stockholm,ministriella p ; FK:s minoritetsp,1820-09-14,Q6218850,saknar partier i Wikidata,Friherre af Ugglas:,https://betalab.kb.se/prot-1869--fk--0318/prot_1869__fk__0318-024.jp2/_view,Lotta
prot-1869--ak--0426,i-NqcpfB1RkHZENQJt8dod5G,Wilhelm Gumaelius,Örebro,,1789-05-05,Q5776536,Har inget parti OCR-tolkning påverkar namnet Gumaelius,Herr Gumelius:,https://betalab.kb.se/prot-1869--ak--0426/prot_1869__ak__0426-050.jp2/_view,Lotta
prot-1869--ak--0303,i-Ns2GApEynyYvGUcwTs3Tz5,Carl Anders Larsson,Maspelösa,"ministeriella p, nylib, Imp",1819-04-07,Q5937137,,Herr Carl Anders Larsson:,https://betalab.kb.se/prot-1869--ak--0303/prot_1869__ak__0303-031.jp2/_view,Lotta
prot-1869--ak--0217,i-Ns8sNPCgPJFAF48kEuea8e,Axel Reutercrona,Finspång,,1819-11-29,Q23988424,Har inget parti,Herr Reutercrona:,https://betalab.kb.se/prot-1869--ak--0217/prot_1869__ak__0217-001.jp2/_view,Lotta
prot-1870--fk--0216,i-YX3CZStYLXGrhLHntyRVEb,Gustaf De Maré,Nygård,,1825-01-14,Q5976081,Har inget parti,Herr de Maré:,https://betalab.kb.se/prot-1870--fk--0216/prot_1870__fk__0216-061.jp2/_view,Lotta
prot-1870--fk--0427,i-YY36X84Wyf5L41QBzpLbJP,Jacob Wilhelm Sprengtporten,Sparreholm,"""FK:s kons grupp""",1794-10-09,Q6185927,,Friherre Sprengtporten:,https://betalab.kb.se/prot-1870--fk--0427/prot_1870__fk__0427-013.jp2/_view,Lotta
prot-1870--fk--0507,i-YYd3FVEkWWmqCMyiZizCDU,Edvard Meyer,Karlshamn,,1825-09-11,Q5985662,"Har inget parti Felstavat efternamn i protokollet ska vara ""Meyer""","Herr Meijer, Edvard:",https://betalab.kb.se/prot-1870--fk--0507/prot_1870__fk__0507-008.jp2/_view,Lotta
prot-1870--ak--0216,i-UHFEk6W6JEr6rYE41jmxbz,Erik Sparre af Söfdeborg,Vänersborg,"""FK :s konservativa grupp"", ministriella p, centern, nya centern ",1816-02-03,Q6184928,,Grefve Sparre:,https://betalab.kb.se/prot-1870--ak--0216/prot_1870__ak__0216-083.jp2/_view,Lotta
prot-1870--ak--0317,i-UHkLuXhEfLxZy781A9Nv3Z,Ivar Lyttkens,Skedala,"Imp, gamla Imp",1823-01-22,Q5969081,,Herr Lyttkens:,https://betalab.kb.se/prot-1870--ak--0317/prot_1870__ak__0317-056.jp2/_view,Lotta
prot-1870--ak--0216,i-UHougsEdiUpRk2PbAL3zbZ,Anders Törnfelt,Gryt,Imp,1803-08-11,Q6218207,,Herr Törnfelt:,https://betalab.kb.se/prot-1870--ak--0216/prot_1870__ak__0216-082.jp2/_view,Lotta
prot-1871-urtima-fk--0913,i-U3QJ15dkQRiGXrEKdeRLKm,Nils von Koch,Augerum,,1801-03-10,Q5916602,Har inget parti,Herr von Koch:,https://betalab.kb.se/prot-1871-urtima-fk--0913/prot_1871_urtima_fk__0913-000.jp2/_view,Lotta
prot-1871--fk--0405,i-U4eMdCBWx1USZJBSMAqLmR,Gerhard Lagerstråle,Stockholm,,1814-02-25,Q2944347,Har inget parti,Herr Lagerstråle:,https://betalab.kb.se/prot-1871--fk--0405/prot_1871__fk__0405-073.jp2/_view,Lotta
prot-1871--fk--0505,i-U4txWsiJH7J86KhXT5nd1m,Axel Bennich,Stockholm,"ministriella gruppen i FK, minoritetsp",1817-10-31,Q5570669,,Herr Bennich:,https://betalab.kb.se/prot-1871--fk--0505/prot_1871__fk__0505-051.jp2/_view,Lotta
prot-1871--ak--0419,i-RrvFKdU8pByvQuAFMGWJiw,Pehr Benjaminsson,Tämta,,1819-04-27,Q5570504,Har inget parti,Herr Benjaminsson:,https://betalab.kb.se/prot-1871--ak--0419/prot_1871__ak__0419-090.jp2/_view,Lotta
prot-1871--ak--0422,i-RsNPPK7wGVho9cuxrFEndY,Nils Larson,Tullus,"ministriella p, Imp",1822-10-07,Q5936769,,Herr Nils Larson:,https://betalab.kb.se/prot-1871--ak--0422/prot_1871__ak__0422-030.jp2/_view,Lotta
prot-1871--ak--0420,i-RsTat85mQobJ456YZQY2i1,Sven Andreasson ,Tollered,Imp,1824-05-01,Q104918428,,Herr Sven Andreasson:,https://betalab.kb.se/prot-1871--ak--0420/prot_1871__ak__0420-013.jp2/_view,Lotta
prot-1872--fk--0302,i-YYQz77dNQmfNBXoTVjC9mq,Eric af Klint,Linköping ; Helsingborg,,1813-10-31,Q5914280,Har inget parti,Herr af Klint:,https://betalab.kb.se/prot-1872--fk--0302/prot_1872__fk__0302-054.jp2/_view,Lotta
prot-1872--fk--0302,i-YYZGy1hn5aRLE9SjqFYawc,Janne Ekman,Göteborg,"""skånska p""",1815-10-25,Q5630602,Janne i Wiki och biografiband,"Herr Ekman, Johan Jakob:",https://betalab.kb.se/prot-1872--fk--0302/prot_1872__fk__0302-008.jp2/_view,Lotta
prot-1872--fk--0316,i-YZdZBaoHYFLAEKUuj7GVFT,Jules Stjernblad,Marsvinsholm,"ministriella gruppen, skånska p",1814-12-04,Q6190282,,Friherre Stjernblad:,https://betalab.kb.se/prot-1872--fk--0316/prot_1872__fk__0316-065.jp2/_view,Lotta
prot-1872--ak--0322,i-VWNeibsmWXYFmPoxitu3mB,Richard Ehrenborg,Kråk,Imp,1821-05-30,Q5628139,,Herr Ehrenborg:,https://betalab.kb.se/prot-1872--ak--0322/prot_1872__ak__0322-038.jp2/_view,Lotta
prot-1872--ak--0221,i-VYEq22rsnAog6Bm7qk7KBL,Arvid Posse,Charlottenlund,Imp,1820-02-15,Q52951,,Herr Grefve Posse:,https://betalab.kb.se/prot-1872--ak--0221/prot_1872__ak__0221-013.jp2/_view,Lotta
prot-1872--ak--0406,i-VYhBQaoHk6C77v7eU7qtm9,Erik Sparre af Söfdeborg,Vänersborg,"""FK :s konservativa grupp"", ministriella p, centern, nya centern ",1816-03-02,Q6184928,,Herr Grefve Sparre:,https://betalab.kb.se/prot-1872--ak--0406/prot_1872__ak__0406-080.jp2/_view,Lotta
prot-1873--fk--0407,i-YYats32k75SCLco5zhY6mF,Gustaf af Ugglas,Linköping ; Stockholm,ministriella p ; FK:s minoritetsp,1820-09-14,Q6218850,,Friherre af Ugglas:,https://betalab.kb.se/prot-1873--fk--0407/prot_1873__fk__0407-010.jp2/_view,Lotta
prot-1873--fk--0312,i-YYoYv5RnkCSiWzHRTncgka,Fredrik von Essen,Kavlås,skånska p,1831-07-30,Q5499548,,Friherre von Essen:,https://betalab.kb.se/prot-1873--fk--0312/prot_1873__fk__0312-050.jp2/_view,Lotta
prot-1873--fk--0326,i-YbFqpD9MS82WuvTkX4G8A5,Corfitz Beck-Friis,Börringekloster,skånska p,1824-02-12,Q5568192,,Grefve Beck-Friis:,https://betalab.kb.se/prot-1873--fk--0326/prot_1873__fk__0326-013.jp2/_view,Lotta
prot-1873--ak--0514,i-Qah7Two2fMZv84k99fuJhu,Arvid Gumaelius,Örebro ; Stockholm,"nylib, ""vänstervilde"", Imp, ""vänstern"", AK:s center",,Q5776520,OCR-tolkning gett Felstavat namn,Herr Gumselius:,https://betalab.kb.se/prot-1873--ak--0514/prot_1873__ak__0514-048.jp2/_view,Lotta
prot-1873--ak--0319,i-Qbat6dAqhtoowKFKyhqtum,Carl Erik Hjelm,Hanlunda,lmp,1826-06-17,Q5807346,,Herr Hjelm:,https://betalab.kb.se/prot-1873--ak--0319/prot_1873__ak__0319-022.jp2/_view,Lotta
prot-1873--ak--0208,i-QcVNMHbspxYLQohsG6iW4A,Gustaf Åkerhielm af Margretelund,Margretelund,"prot, lmp",1833-06-24,Q52964,,Herr vice Talmannen Friherre Åkerhielm:,https://betalab.kb.se/prot-1873--ak--0208/prot_1873__ak__0208-042.jp2/_view,Lotta
prot-1874--fk--0509,i-YZDvoRBDpRcYCnCGQEerab,Johannes Jansson ,Ellenö,,1810-08-02,Q5879652,Har inget parti,Herr Jansson:,https://betalab.kb.se/prot-1874--fk--0509/prot_1874__fk__0509-020.jp2/_view,Lotta
prot-1874--fk--0121,i-YaSohRchYrkciDqAUCvo3E,Herman Rydin,Uppsala,"centern, nya centern, nya lmp",1822-08-13,Q6085569,,Herr Rydin:,https://betalab.kb.se/prot-1874--fk--0121/prot_1874__fk__0121-002.jp2/_view,Lotta
prot-1874--fk--0506,i-YaTmwtPhPkuoBHp9z4e5p4,Jacob Wilhelm Sprengtporten,Sparreholm,"""FK:s kons grupp""",1794-10-09,Q6185927,,Friherre Sprengtporten:,https://betalab.kb.se/prot-1874--fk--0506/prot_1874__fk__0506-012.jp2/_view,Lotta
prot-1874--ak--0321,i-Rmibyg8VEhv5mkrWzYCG3S,Johan Gustaf Granlund,Gränna,,1822-10-08,Q5768483,Har inget parti,Herr Granlund:,https://betalab.kb.se/prot-1874--ak--0321/prot_1874__ak__0321-080.jp2/_view,Lotta
prot-1874--ak--0409,i-Rmws78pg4aXqorcPq3J4SP,Eugène Clairfelt ,Kristianstad,Centern,1824-07-14,Q5609230,Saknas parti i Wikidata,Herr Clairfelt:,https://betalab.kb.se/prot-1874--ak--0409/prot_1874__ak__0409-013.jp2/_view,Lotta
prot-1874--ak--0519,i-RnWQygma32epfpANwk2Sc4,Gustaf Nyblæus,Stockholm,,1816-03-23,Q15956417,Har inget parti OCR-tolkning gett Felstavat namn,Herr Nybleus:,https://betalab.kb.se/prot-1874--ak--0519/prot_1874__ak__0519-073.jp2/_view,Lotta
prot-1875--fk--17,i-YRm4nyNNLEmgbVR4cfysnt,Henric Gahn,Kåfalla ; Vikmanshyttan,,1820-06-21,Q5749448,Har inget parti,Herr Gahn:,https://betalab.kb.se/prot-1875--fk--17/prot_1875__fk__17-027.jp2/_view,Lotta
prot-1875--fk--14,i-YVL6UyLYmt8z8WCTVPNoXN,Henning Hamilton,Hedenlunda,"""FK:s konservativa grupp""",1814-01-16,Q3054681,,"Grefve Hamilton, Henning:",https://betalab.kb.se/prot-1875--fk--14/prot_1875__fk__14-029.jp2/_view,Lotta
prot-1875--fk--28,i-YXSmyVp6vppD49b3FYp8JM,Gösta Posse,Vreten,lmp:s filial,1823-12-12,Q6054467,i-ort och parti saknas i wikidata,Grefve Posse:,https://betalab.kb.se/prot-1875--fk--28/prot_1875__fk__28-034.jp2/_view,Lotta
prot-1875--ak--9,i-SipyvuZbCKyr1iXSYr2n3p,Nils Petersson,Runtorp,lmp ; nya lmp,1828-04-26,Q6045499,,Herr Nils Petersson:,https://betalab.kb.se/prot-1875--ak--9/prot_1875__ak__9-033.jp2/_view,Lotta
prot-1875--ak--53,i-SjWMqq2qoP6PUJzEabWDJ6,Erik Sparre af Söfdeborg,Vänersborg,"FK :s konservativa grupp"", ministriella p, centern, nya centern ",1816-03-02,Q6184928,,Grefve Sparre:,https://betalab.kb.se/prot-1875--ak--53/prot_1875__ak__53-028.jp2/_view,Lotta
prot-1875--ak--27,i-SmFdtxwX9EMZA5crrENeCy,Edvard Casparsson,Brunna,centern ; prot,1827-07-21,Q5604447,,Herr Casparsson:,https://betalab.kb.se/prot-1875--ak--27/prot_1875__ak__27-013.jp2/_view,Lotta
prot-1876--fk--9,i-YTcot9GELqbpfY4m2fEvFn,Carl Rydqvist,Stockholm,,1806-05-12,Q6085702,"Har inget parti Fel startår, saknar i-ort",Herr Rydqvist:,https://betalab.kb.se/prot-1876--fk--9/prot_1876__fk__9-016.jp2/_view,Lotta
prot-1876--fk--20,i-YTh3VuJgXUXPTMdT2myeLL,Henrik Rosensvärd,Long,,1816-10-13,Q6080191,Har inget parti,Herr vice Talmannen:,https://betalab.kb.se/prot-1876--fk--20/prot_1876__fk__20-023.jp2/_view,Lotta
prot-1876--fk--20,i-YYJAiGM4bgDL99R9sHzd9g,Nils von Koch,Augerum,,1801-03-10,Q5916602,Har inget parti,Herr von Koch:,https://betalab.kb.se/prot-1876--fk--20/prot_1876__fk__20-003.jp2/_view,Lotta
prot-1876--ak--46,i-WFJPuyWF5cwC6SQqkCWq25,Liss Olof Larsson,Västannor,nya lmp ; prot,1838-01-17,Q5938123,,Herr Liss Olof Larsson:,https://betalab.kb.se/prot-1876--ak--46/prot_1876__ak__46-022.jp2/_view,Lotta
prot-1876--ak--41,i-WFYuSDYjgmWzHMFaxzmGaY,Jonas Andersson,Häckernäs,ministriella p ; nylib ; lmp,1810-09-28,Q5555065,,Herr Jonas Andersson:,https://betalab.kb.se/prot-1876--ak--41/prot_1876__ak__41-046.jp2/_view,Lotta
prot-1876--ak--37,i-WGtxscB1fEUJNS6cD6fvQQ,Oscar Bergius,Jönköping,centern ; prot,1834-06-06,Q5572222,saknas partier i Wikidata,Herr Bergius:,https://betalab.kb.se/prot-1876--ak--37/prot_1876__ak__37-020.jp2/_view,Lotta
prot-1877--fk--43,i-YXnnA2nRCtKcBMtCZEWbG1,Hans Forssell,Stockholm,FK:s minoritetsp,1843-01-14,Q2291097,,Herr Statsrådet Forssell:,https://betalab.kb.se/prot-1877--fk--43/prot_1877__fk__43-034.jp2/_view,Lotta
prot-1877--fk--27,i-YYAVh4HregJ7faS5E5UA8j,Anders Wallenius,Svaneberg,lmp,1833-10-13,Q6230672,,Herr Wallenius:,https://betalab.kb.se/prot-1877--fk--27/prot_1877__fk__27-003.jp2/_view,Lotta
prot-1877--fk--12,i-YZyqLVdXMsJKx1CpeYbvGR,Robert von Kræmer,Stockholm ; Stenhammar,minoritetsp,1825-02-06,Q5925056,OCR-tolkning ger fel namn,Herr von Kremer:,https://betalab.kb.se/prot-1877--fk--12/prot_1877__fk__12-008.jp2/_view,Lotta
prot-1877--ak--44,i-TkzMGuMBwfFUfp3fkaZ6Wi,Abraham Rundbäck,Växjö,centern ; nya centern ;  lmp; prot,1827-01-30,Q6083434,saknas partier i Wikidata,Herr Abr. Rundbäck:,https://betalab.kb.se/prot-1877--ak--44/prot_1877__ak__44-036.jp2/_view,Lotta
prot-1877--ak--3,i-TmjcxUY3kY5z56cYEexNRF,Nils Petersson,Runtorp,lmp : nya lmp,1828-04-26,Q6045499,Felstavat i protokollet,Herr Nils Petterson:,https://betalab.kb.se/prot-1877--ak--3/prot_1877__ak__3-007.jp2/_view,Lotta
prot-1877--ak--31,i-TntF9a65CRrB3pCffaA9zL,Gustaf Boström,Östanå,centern ; nya centern : nya lmp ; prot,1842-11-02,Q52968,,Herr E. G. Boström:,https://betalab.kb.se/prot-1877--ak--31/prot_1877__ak__31-015.jp2/_view,Lotta
prot-1878--fk--12,i-YaGtYvBWcj4cQp7tVbdPvo,Carl Ekman,Finspång,skånska p ; minoritetsp,1826-03-27,Q1037569,partier saknas i wikidata,"Herr Ekman, Carl:",https://betalab.kb.se/prot-1878--fk--12/prot_1878__fk__12-051.jp2/_view,Lotta
prot-1878--fk--15,i-Yb6AD1SiKjYXQJ5D5ZL44K,Jöns Pehrsson,Svaneryd,"nylib, Imp, Imps:filial",1825-09-23,Q6039746,,Herr Jöns Pehrsson:,https://betalab.kb.se/prot-1878--fk--15/prot_1878__fk__15-018.jp2/_view,Lotta
prot-1878--fk--18,i-YbtDiApD938Fmc8JC6KLMG,Hugo Hamilton af Hageby,Boo,,1832-08-21,Q5786136,Har inget parti,Friherre Hamilton:,https://betalab.kb.se/prot-1878--fk--18/prot_1878__fk__18-014.jp2/_view,Lotta
prot-1878--ak--12,i-WS9FVdsaVpfkoPKt1CRg6i,Hans Forssell,Stockholm,FK:s minoritetsp,1843-01-14,Q2291097,Statsråd vid tiden ,"Chefen för Kongl. Finansdepartementet, Herr Statsrådet Forssell:",https://betalab.kb.se/prot-1878--ak--12/prot_1878__ak__12-009.jp2/_view,Lotta
prot-1878--ak--27,i-WSzHWVZXRfQieJSTca8w94,Herman Rundgren,Norrköping ; Karlstad,,1819-08-12,Q6083461,Har inget parti,Herr Rundgren:,https://betalab.kb.se/prot-1878--ak--27/prot_1878__ak__27-007.jp2/_view,Lotta
prot-1878--ak--59,i-WTTtHQQARQy8SAu1JxH9G3,Anton Lyth,Burs,centern,1816-02-29,Q5969026,"I-ort saknas, parti, länk till porträttgalleriet, slutdatum 1886-05-15",Herr Lyth:,https://betalab.kb.se/prot-1878--ak--59/prot_1878__ak__59-035.jp2/_view,Lotta
prot-1879--fk--36,i-YU9jiNe1k6mGYe3eQqVUvu,Carl Ekman,Finspång,skånska p ; minoritetsp,1826-03-27,Q1037569,partier saknas i wikidata,"Herr Ekman, Carl:",https://betalab.kb.se/prot-1879--fk--36/prot_1879__fk__36-002.jp2/_view,Lotta
prot-1879--fk--40,i-YW6EH1tzvm4hKZS9JGnfpx,Carl Ekman,Finspång,skånska p ; minoritetsp,1826-03-27,Q1037569,Partier saknas i wikidata,"Herr Ekman, Carl:",https://betalab.kb.se/prot-1879--fk--40/prot_1879__fk__40-006.jp2/_view,Lotta
prot-1879--fk--24,i-YaW5bKabbPP4icg6M77Vyp,Robert Montgomery-Cederhielm,Segersjö,lmp:s filial,1820-12-04,Q5992302,,Herr Montgomery Cederhielm:,https://betalab.kb.se/prot-1879--fk--24/prot_1879__fk__24-022.jp2/_view,Lotta
prot-1879--ak--52,i-YafZpgoBNhyFs4CTBawCQS,Ola Andersson,Nordanå ; Burlöv  Malmö,lmp,1837-11-02,Q5555650,,Herr Ola Andersson i Burlöf:,https://betalab.kb.se/prot-1879--ak--52/prot_1879__ak__52-008.jp2/_view,Lotta
prot-1879--ak--40,i-YbExw3WyC1WkCifKJsBNhr,Iwar Koskull,Svenneby,lmp,1817-08-20,Q5920219,Felstavat förnamn i wikidata v istf w,Om pension Friherre Koskull:,https://betalab.kb.se/prot-1879--ak--40/prot_1879__ak__40-035.jp2/_view,Lotta
prot-1879--ak--24,i-YcR1Q19rNjKjGJoiSQDW4M,Åke Andersson,Mellanköpinge,lmp,1817-02-13,Q5556244,,Herr Åke Andersson:,https://betalab.kb.se/prot-1879--ak--24/prot_1879__ak__24-023.jp2/_view,Lotta
prot-1880--fk--10,i-Yasjmqs8Vr7xWUP8ZqTB71,Carl Wærn,Göteborg ; Steneby : Stockholm,"ministriella gruppen ; ""minoritetsp i FK""",1819-01-15,Q6228276,,"Herr Wern, Carl Fredrik:",https://betalab.kb.se/prot-1880--fk--10/prot_1880__fk__10-006.jp2/_view,Lotta
prot-1880--fk--36,i-Yb3CcBcRg3Wco5RVzhvWDc,Holdo Stråle af Ekna,Stockholm,ministriella p ; lmps:s fillial,1826-05-26,Q6192949,,"Herr Stråle, Holdo:",https://betalab.kb.se/prot-1880--fk--36/prot_1880__fk__36-036.jp2/_view,Lotta
prot-1880--fk--37,i-YbmhheYC6U7g6hqJL8BF9m,Gustaf af Ugglas,Linköping ; Stockholm,ministriella p ; FK:s minoritetsp,1820-09-14,Q6218850,,Friherre Hamilton:,https://betalab.kb.se/prot-1880--fk--37/prot_1880__fk__37-014.jp2/_view,Lotta
prot-1880--ak--40,i-YYEnVE3ymhKckwr19PKF5e,Axel Adlercreutz,Malmö,Centern,1821-03-02,Q791977,,Herr Adlercreutz:,https://betalab.kb.se/prot-1880--ak--40/prot_1880__ak__40-020.jp2/_view,Lotta
prot-1880--ak--52,i-Yagre4hBw455Lkzk7Q4cP5,Anders Magnus Culin,Laholm,,1839-06-01,Q5614019,Har inget parti,Herr Culin:,https://betalab.kb.se/prot-1880--ak--52/prot_1880__ak__52-049.jp2/_view,Lotta
prot-1880--ak--36,i-YakZfypzKEfy3E3mFQgrdA,Jonas Nilsson,Käggla,lmp ; nya lmp1829-09-02,,Q6010769,,Herr J. P. Nilsson:,https://betalab.kb.se/prot-1880--ak--36/prot_1880__ak__36-056.jp2/_view,Lotta
prot-1881--fk--24,i-YYS6kChoRffdxvt9nEmv2y,Robert von Kræmer,Stockholm ; Stenhammar,minoritetsp,1825-02-06,Q5925056,OCR-tolkningen ger fel i namnet,Friherre von Kr&mer:,https://betalab.kb.se/prot-1881--fk--24/prot_1881__fk__24-032.jp2/_view,Lotta
prot-1881--fk--11,i-YYXP51iaUrFX33P4rZ1DUW,Arvid Posse,Charlottenlund,Imp,1820-02-15,Q52951,,Hans Excellens Herr Statsministern Grefve Posse:,https://betalab.kb.se/prot-1881--fk--11/prot_1881__fk__11-004.jp2/_view,Lotta
prot-1881--fk--19,i-Ya4djWzsUoJao2Rt8FJLqW,Knut Strömfelt,Hylinge,prot,1831-07-08,Q6193517,Parti saknas i wikidata och länk till porträttarkiv,Grefve Strömfelt:,https://betalab.kb.se/prot-1881--fk--19/prot_1881__fk__19-019.jp2/_view,Lotta
prot-1881--ak--12,i-YY5E7QC9isHPdv3yrnKCWB,Carl Ödman,Fiskebäckskil,lmp ; lmb,1839-12-15,Q6256457,,Herr Ödman:,https://betalab.kb.se/prot-1881--ak--12/prot_1881__ak__12-024.jp2/_view,Lotta
prot-1881--ak--32,i-YZU5jYnPaU32PrrWZk5yqr,Herman Rundgren,Norrköping ; Karlstad,,1819-08-12,Q6083461,Har inget parti,Herr Rundgren:,https://betalab.kb.se/prot-1881--ak--32/prot_1881__ak__32-039.jp2/_view,Lotta
prot-1881--ak--23,i-YaWbfBFVBSt6M1yHpM4Bnm,Herman Rundgren,Norrköping ; Karlstad,,1819-08-12,Q6083461,Har inget parti,"Herr Rundgren, som anförde:",https://betalab.kb.se/prot-1881--ak--23/prot_1881__ak__23-039.jp2/_view,Lotta
prot-1882--fk--50,i-YaWZFsNKBKzKsjCYcNbBch,Otto Forssell,Stockholm,prot,1818-05-31,Q5737702,,"Herr Forssell, Otto Herman:",https://betalab.kb.se/prot-1882--fk--50/prot_1882__fk__50-005.jp2/_view,Lotta
prot-1882--fk--36,i-Yb9gixv4YfGMMWKjEdXtrY,Axel Bennich,Stockholm,"ministriella gruppen i FK, minoritetsp",1817-10-31,Q5570669,,Herr Bennich:,https://betalab.kb.se/prot-1882--fk--36/prot_1882__fk__36-010.jp2/_view,Lotta
prot-1882--fk--28,i-YcSEooyDQFttyyzT2rm2Bi,Olof Rylander,Brostorp,lmp,1819-02-15,Q6085947,Saknar parti i Wikidata,Herr Rylander:,https://betalab.kb.se/prot-1882--fk--28/prot_1882__fk__28-004.jp2/_view,Lotta
prot-1882--ak--51,i-YVpfMVjsLUgSRbC75JeXWk,Anders Wallenius,Svaneberg,lmp,1833-10-13,Q6230672,Saknar parti i Wikidata,Herr Wallenius ånyo erhöll ordet och anförde:,https://betalab.kb.se/prot-1882--ak--51/prot_1882__ak__51-004.jp2/_view,Lotta
prot-1882--ak--11,i-YXkpkoXSnVWGFdA9UcH9FC,Liss Olof Larsson,Västannor,nya lmp ; prot,1838-01-17,Q5938123,,Herr Liss Olof Larsson:,https://betalab.kb.se/prot-1882--ak--11/prot_1882__ak__11-043.jp2/_view,Lotta
prot-1882--ak--40,i-YZdDcksCHDxQcKHa25tVDF,Charles Dickson,Göteborg ; Stockholm,"ministriella grupp ; centern ; nya centern ; ""minoritetsp i FK""",1814-01-28,Q5621589,,Herr Dickson:,https://betalab.kb.se/prot-1882--ak--40/prot_1882__ak__40-004.jp2/_view,Lotta
prot-1883--fk--49,i-YZuyfztJuJFR8CdkVqJh9Q,Henric Gahn,Kåfalla ; Vikmanshyttan,,1820-06-21,Q5749448,Har inget parti,Herr Gahn:,https://betalab.kb.se/prot-1883--fk--49/prot_1883__fk__49-028.jp2/_view,Lotta
prot-1883--fk--21,i-YbEiY1v34RfDnbtoWHJu6P,Fredrik Carlson,Stockholm,centern,1811-06-13,Q321521,,"Herr Carlson, Fredrik:",https://betalab.kb.se/prot-1883--fk--21/prot_1883__fk__21-022.jp2/_view,Lotta
prot-1883--fk--34,i-YcTe3dYcRw74LhbcFqv4hd,Wilhelm Stråle af Ekna,Stockholm,,1816-02-22,Q6192954,Har inget parti,"Herr Stråle, Wilhelm:",https://betalab.kb.se/prot-1883--fk--34/prot_1883__fk__34-034.jp2/_view,Lotta
prot-1883--ak--12,i-YXZKFKMsFXnUtZjMbLxa16,Sven Nilsson,Everöd,lmp ; gamla lmp,1831-11-04,Q6011953,partier saknas i wikidata,Herr Sven Nilsson:,https://betalab.kb.se/prot-1883--ak--12/prot_1883__ak__12-015.jp2/_view,Lotta
prot-1883--ak--30,i-YYJJp1YvLEEkZpaHFYee44,Magnus Lundberg,Falkenberg,,1820-11-24,Q5965982,Har inget parti,Herr Lundberg:,https://betalab.kb.se/prot-1883--ak--30/prot_1883__ak__30-035.jp2/_view,Lotta
prot-1883--ak--47,i-Yc1aDc2MNuDKWKpG6DN83o,Pontus Arnoldson,Liljeholmen,"""vänstern""",1844-10-27,Q192618,,Herr Arnoldson:,https://betalab.kb.se/prot-1883--ak--47/prot_1883__ak__47-030.jp2/_view,Lotta
